time [s],breathing_rate_quality [na] (/api/datatype/1001/)
10943.00000000,1
10944.00000000,1
10945.00000000,1
10946.00000000,1
10947.00000000,1
10948.00000000,1
10949.00000000,1
10950.00000000,1
10951.00000000,1
10952.00000000,1
10953.00000000,1
10954.00000000,1
10955.00000000,1
10956.00000000,1
10957.00000000,1
10958.00000000,1
10959.00000000,1
10960.00000000,1
10961.00000000,1
10962.00000000,1
10963.00000000,1
10964.00000000,1
10965.00000000,1
10966.00000000,1
10967.00000000,1
10968.00000000,1
10969.00000000,1
10970.00000000,1
10971.00000000,1
10972.00000000,1
10973.00000000,1
10974.00000000,1
10975.00000000,1
10976.00000000,1
10977.00000000,1
10978.00000000,1
10979.00000000,1
10980.00000000,1
10981.00000000,1
10982.00000000,1
10983.00000000,1
10984.00000000,1
10985.00000000,1
10986.00000000,1
10987.00000000,1
10988.00000000,1
10989.00000000,1
10990.00000000,1
10991.00000000,1
10992.00000000,1
10993.00000000,1
10994.00000000,1
10995.00000000,1
10996.00000000,1
10997.00000000,1
10998.00000000,1
10999.00000000,1
11000.00000000,1
11001.00000000,1
11002.00000000,1
11003.00000000,1
11004.00000000,1
11005.00000000,1
11006.00000000,1
11007.00000000,1
11008.00000000,1
11009.00000000,1
11010.00000000,1
11011.00000000,1
11012.00000000,1
11013.00000000,1
11014.00000000,1
11015.00000000,1
11016.00000000,1
11017.00000000,1
11018.00000000,1
11019.00000000,1
11020.00000000,1
11021.00000000,1
11022.00000000,1
11023.00000000,1
11024.00000000,1
11025.00000000,1
11026.00000000,1
11027.00000000,1
11028.00000000,1
11029.00000000,1
11030.00000000,1
11031.00000000,1
11032.00000000,1
11033.00000000,1
11034.00000000,1
11035.00000000,1
11036.00000000,1
11037.00000000,1
11038.00000000,1
11039.00000000,1
11040.00000000,1
11041.00000000,1
11042.00000000,1
11043.00000000,1
11044.00000000,1
11045.00000000,1
11046.00000000,1
11047.00000000,1
11048.00000000,1
11049.00000000,1
11050.00000000,1
11051.00000000,1
11052.00000000,1
11053.00000000,1
11054.00000000,1
11055.00000000,1
11056.00000000,1
11057.00000000,1
11058.00000000,1
11059.00000000,1
11060.00000000,1
11061.00000000,1
11062.00000000,1
11063.00000000,1
11064.00000000,1
11065.00000000,1
11066.00000000,1
11067.00000000,1
11068.00000000,1
11069.00000000,1
11070.00000000,1
11071.00000000,1
11072.00000000,1
11073.00000000,1
11074.00000000,1
11075.00000000,1
11076.00000000,1
11077.00000000,1
11078.00000000,1
11079.00000000,1
11080.00000000,1
11081.00000000,1
11082.00000000,1
11083.00000000,1
11084.00000000,1
11085.00000000,1
11086.00000000,1
11087.00000000,1
11088.00000000,1
11089.00000000,1
11090.00000000,1
11091.00000000,1
11092.00000000,1
11093.00000000,1
11094.00000000,1
11095.00000000,1
11096.00000000,1
11097.00000000,1
11098.00000000,1
11099.00000000,1
11100.00000000,1
11101.00000000,1
11102.00000000,1
11103.00000000,1
11104.00000000,1
11105.00000000,1
11106.00000000,1
11107.00000000,1
11108.00000000,1
11109.00000000,1
11110.00000000,1
11111.00000000,1
11112.00000000,1
11113.00000000,1
11114.00000000,1
11115.00000000,1
11116.00000000,1
11117.00000000,1
11118.00000000,1
11119.00000000,1
11120.00000000,1
11121.00000000,1
11122.00000000,1
11123.00000000,1
11124.00000000,1
11125.00000000,1
11126.00000000,1
11127.00000000,1
11128.00000000,1
11129.00000000,1
11130.00000000,1
11131.00000000,1
11132.00000000,1
11133.00000000,1
11134.00000000,1
11135.00000000,1
11136.00000000,1
11137.00000000,1
11138.00000000,1
11139.00000000,1
11140.00000000,1
11141.00000000,1
11142.00000000,1
11143.00000000,1
11144.00000000,1
11145.00000000,1
11146.00000000,1
11147.00000000,1
11148.00000000,1
11149.00000000,1
11150.00000000,1
11151.00000000,1
11152.00000000,1
11153.00000000,1
11154.00000000,1
11155.00000000,1
11156.00000000,1
11157.00000000,1
11158.00000000,1
11159.00000000,1
11160.00000000,1
11161.00000000,1
11162.00000000,1
11163.00000000,1
11164.00000000,1
11165.00000000,1
11166.00000000,1
11167.00000000,1
11168.00000000,1
11169.00000000,1
11170.00000000,1
11171.00000000,1
11172.00000000,1
11173.00000000,1
11174.00000000,1
11175.00000000,1
11176.00000000,1
11177.00000000,1
11178.00000000,1
11179.00000000,1
11180.00000000,1
11181.00000000,1
11182.00000000,1
11183.00000000,1
11184.00000000,1
11185.00000000,1
11186.00000000,1
11187.00000000,1
11188.00000000,1
11189.00000000,1
11190.00000000,1
11191.00000000,1
11192.00000000,1
11193.00000000,1
11194.00000000,1
11195.00000000,1
11196.00000000,1
11197.00000000,1
11198.00000000,1
11199.00000000,1
11200.00000000,1
11201.00000000,1
11202.00000000,1
11203.00000000,1
11204.00000000,1
11205.00000000,1
11206.00000000,1
11207.00000000,1
11208.00000000,1
11209.00000000,1
11210.00000000,1
11211.00000000,1
11212.00000000,1
11213.00000000,1
11214.00000000,1
11215.00000000,1
11216.00000000,1
11217.00000000,1
11218.00000000,1
11219.00000000,1
11220.00000000,1
11221.00000000,1
11222.00000000,1
11223.00000000,1
11224.00000000,1
11225.00000000,1
11226.00000000,1
11227.00000000,1
11228.00000000,1
11229.00000000,1
11230.00000000,1
11231.00000000,1
11232.00000000,1
11233.00000000,1
11234.00000000,1
11235.00000000,1
11236.00000000,1
11237.00000000,1
11238.00000000,1
11239.00000000,1
11240.00000000,1
11241.00000000,1
11242.00000000,1
11243.00000000,1
11244.00000000,1
11245.00000000,1
11246.00000000,1
11247.00000000,1
11248.00000000,1
11249.00000000,1
11250.00000000,1
11251.00000000,1
11252.00000000,1
11253.00000000,1
11254.00000000,1
11255.00000000,1
11256.00000000,1
11257.00000000,1
11258.00000000,1
11259.00000000,1
11260.00000000,1
11261.00000000,1
11262.00000000,1
11263.00000000,1
11264.00000000,1
11265.00000000,1
11266.00000000,1
11267.00000000,1
11268.00000000,1
11269.00000000,1
11270.00000000,1
11271.00000000,1
11272.00000000,1
11273.00000000,1
11274.00000000,1
11275.00000000,1
11276.00000000,1
11277.00000000,1
11278.00000000,1
11279.00000000,1
11280.00000000,1
11281.00000000,1
11282.00000000,1
11283.00000000,1
11284.00000000,1
11285.00000000,1
11286.00000000,1
11287.00000000,1
11288.00000000,1
11289.00000000,1
11290.00000000,1
11291.00000000,1
11292.00000000,1
11293.00000000,1
11294.00000000,1
11295.00000000,1
11296.00000000,1
11297.00000000,1
11298.00000000,1
11299.00000000,1
11300.00000000,1
11301.00000000,1
11302.00000000,1
11303.00000000,1
11304.00000000,1
11305.00000000,1
11306.00000000,1
11307.00000000,1
11308.00000000,1
11309.00000000,1
11310.00000000,1
11311.00000000,1
11312.00000000,1
11313.00000000,1
11314.00000000,1
11315.00000000,1
11316.00000000,1
11317.00000000,1
11318.00000000,1
11319.00000000,1
11320.00000000,1
11321.00000000,1
11322.00000000,1
11323.00000000,1
11324.00000000,1
11325.00000000,1
11326.00000000,1
11327.00000000,1
11328.00000000,1
11329.00000000,1
11330.00000000,1
11331.00000000,1
11332.00000000,1
11333.00000000,1
11334.00000000,1
11335.00000000,1
11336.00000000,1
11337.00000000,1
11338.00000000,1
11339.00000000,1
11340.00000000,1
11341.00000000,1
11342.00000000,1
11343.00000000,1
11344.00000000,1
11345.00000000,1
11346.00000000,1
11347.00000000,1
11348.00000000,1
11349.00000000,1
11350.00000000,1
11351.00000000,1
11352.00000000,1
11353.00000000,1
11354.00000000,1
11355.00000000,1
11356.00000000,1
11357.00000000,1
11358.00000000,1
11359.00000000,1
11360.00000000,1
11361.00000000,1
11362.00000000,1
11363.00000000,1
11364.00000000,1
11365.00000000,1
11366.00000000,1
11367.00000000,1
11368.00000000,1
11369.00000000,1
11370.00000000,1
11371.00000000,1
11372.00000000,1
11373.00000000,1
11374.00000000,1
11375.00000000,1
11376.00000000,1
11377.00000000,1
11378.00000000,1
11379.00000000,1
11380.00000000,1
11381.00000000,1
11382.00000000,1
11383.00000000,1
11384.00000000,1
11385.00000000,1
11386.00000000,1
11387.00000000,1
11388.00000000,1
11389.00000000,1
11390.00000000,1
11391.00000000,1
11392.00000000,1
11393.00000000,1
11394.00000000,1
11395.00000000,1
11396.00000000,1
11397.00000000,1
11398.00000000,1
11399.00000000,1
11400.00000000,1
11401.00000000,1
11402.00000000,1
11403.00000000,1
11404.00000000,1
11405.00000000,1
11406.00000000,1
11407.00000000,1
11408.00000000,1
11409.00000000,1
11410.00000000,1
11411.00000000,1
11412.00000000,1
11413.00000000,1
11414.00000000,1
11415.00000000,1
11416.00000000,1
11417.00000000,1
11418.00000000,1
11419.00000000,1
11420.00000000,1
11421.00000000,1
11422.00000000,1
11423.00000000,1
11424.00000000,1
11425.00000000,1
11426.00000000,1
11427.00000000,1
11428.00000000,1
11429.00000000,1
11430.00000000,1
11431.00000000,1
11432.00000000,1
11433.00000000,1
11434.00000000,1
11435.00000000,1
11436.00000000,1
11437.00000000,1
11438.00000000,1
11439.00000000,1
11440.00000000,1
11441.00000000,1
11442.00000000,1
11443.00000000,1
11444.00000000,1
11445.00000000,1
11446.00000000,1
11447.00000000,1
11448.00000000,1
11449.00000000,1
11450.00000000,1
11451.00000000,1
11452.00000000,1
11453.00000000,1
11454.00000000,1
11455.00000000,1
11456.00000000,1
11457.00000000,1
11458.00000000,1
11459.00000000,1
11460.00000000,1
11461.00000000,1
11462.00000000,1
11463.00000000,1
11464.00000000,1
11465.00000000,1
11466.00000000,1
11467.00000000,1
11468.00000000,1
11469.00000000,1
11470.00000000,1
11471.00000000,1
11472.00000000,1
11473.00000000,1
11474.00000000,1
11475.00000000,1
11476.00000000,1
11477.00000000,1
11478.00000000,1
11479.00000000,1
11480.00000000,1
11481.00000000,1
11482.00000000,1
11483.00000000,1
11484.00000000,1
11485.00000000,1
11486.00000000,1
11487.00000000,1
11488.00000000,1
11489.00000000,1
11490.00000000,1
11491.00000000,1
11492.00000000,1
11493.00000000,1
11494.00000000,1
11495.00000000,1
11496.00000000,1
11497.00000000,1
11498.00000000,1
11499.00000000,1
11500.00000000,1
11501.00000000,1
11502.00000000,1
11503.00000000,1
11504.00000000,1
11505.00000000,1
11506.00000000,1
11507.00000000,1
11508.00000000,1
11509.00000000,1
11510.00000000,1
11511.00000000,1
11512.00000000,1
11513.00000000,1
11514.00000000,1
11515.00000000,1
11516.00000000,1
11517.00000000,1
11518.00000000,1
11519.00000000,1
11520.00000000,1
11521.00000000,1
11522.00000000,1
11523.00000000,1
11524.00000000,1
11525.00000000,1
11526.00000000,1
11527.00000000,1
11528.00000000,1
11529.00000000,1
11530.00000000,1
11531.00000000,1
11532.00000000,1
11533.00000000,1
11534.00000000,1
11535.00000000,1
11536.00000000,1
11537.00000000,1
11538.00000000,1
11539.00000000,1
11540.00000000,1
11541.00000000,1
11542.00000000,1
11543.00000000,1
11544.00000000,1
11545.00000000,1
11546.00000000,1
11547.00000000,1
11548.00000000,1
11549.00000000,1
11550.00000000,1
11551.00000000,1
11552.00000000,1
11553.00000000,1
11554.00000000,1
11555.00000000,1
11556.00000000,1
11557.00000000,1
11558.00000000,1
11559.00000000,1
11560.00000000,1
11561.00000000,1
11562.00000000,1
11563.00000000,1
11564.00000000,1
11565.00000000,1
11566.00000000,1
11567.00000000,1
11568.00000000,1
11569.00000000,1
11570.00000000,1
11571.00000000,1
11572.00000000,1
11573.00000000,1
11574.00000000,1
11575.00000000,1
11576.00000000,1
11577.00000000,1
11578.00000000,1
11579.00000000,1
11580.00000000,1
11581.00000000,1
11582.00000000,1
11583.00000000,1
11584.00000000,1
11585.00000000,1
11586.00000000,1
11587.00000000,1
11588.00000000,1
11589.00000000,1
11590.00000000,1
11591.00000000,1
11592.00000000,1
11593.00000000,1
11594.00000000,1
11595.00000000,1
11596.00000000,1
11597.00000000,1
11598.00000000,1
11599.00000000,1
11600.00000000,1
11601.00000000,1
11602.00000000,1
11603.00000000,1
11604.00000000,1
11605.00000000,1
11606.00000000,1
11607.00000000,1
11608.00000000,1
11609.00000000,1
11610.00000000,1
11611.00000000,1
11612.00000000,1
11613.00000000,1
11614.00000000,1
11615.00000000,1
11616.00000000,1
11617.00000000,1
11618.00000000,1
11619.00000000,1
11620.00000000,1
11621.00000000,1
11622.00000000,1
11623.00000000,1
11624.00000000,1
11625.00000000,1
11626.00000000,1
11627.00000000,1
11628.00000000,1
11629.00000000,1
11630.00000000,1
11631.00000000,1
11632.00000000,1
11633.00000000,1
11634.00000000,1
11635.00000000,1
11636.00000000,1
11637.00000000,1
11638.00000000,1
11639.00000000,1
11640.00000000,1
11641.00000000,1
11642.00000000,1
11643.00000000,1
11644.00000000,1
11645.00000000,1
11646.00000000,1
11647.00000000,1
11648.00000000,1
11649.00000000,1
11650.00000000,1
11651.00000000,1
11652.00000000,1
11653.00000000,1
11654.00000000,1
11655.00000000,1
11656.00000000,1
11657.00000000,1
11658.00000000,1
11659.00000000,1
11660.00000000,1
11661.00000000,1
11662.00000000,1
11663.00000000,1
11664.00000000,1
11665.00000000,1
11666.00000000,1
11667.00000000,1
11668.00000000,1
11669.00000000,1
11670.00000000,1
11671.00000000,1
11672.00000000,1
11673.00000000,1
11674.00000000,1
11675.00000000,1
11676.00000000,1
11677.00000000,1
11678.00000000,1
11679.00000000,1
11680.00000000,1
11681.00000000,1
11682.00000000,1
11683.00000000,1
11684.00000000,1
11685.00000000,1
11686.00000000,1
11687.00000000,1
11688.00000000,1
11689.00000000,1
11690.00000000,1
11691.00000000,1
11692.00000000,1
11693.00000000,1
11694.00000000,1
11695.00000000,1
11696.00000000,1
11697.00000000,1
11698.00000000,1
11699.00000000,1
11700.00000000,1
11701.00000000,1
11702.00000000,1
11703.00000000,1
11704.00000000,1
11705.00000000,1
11706.00000000,1
11707.00000000,1
11708.00000000,1
11709.00000000,1
11710.00000000,1
11711.00000000,1
11712.00000000,1
11713.00000000,1
11714.00000000,1
11715.00000000,1
11716.00000000,1
11717.00000000,1
11718.00000000,1
11719.00000000,1
11720.00000000,1
11721.00000000,1
11722.00000000,1
11723.00000000,1
11724.00000000,1
11725.00000000,1
11726.00000000,1
11727.00000000,1
11728.00000000,1
11729.00000000,1
11730.00000000,1
11731.00000000,1
11732.00000000,1
11733.00000000,1
11734.00000000,1
11735.00000000,1
11736.00000000,1
11737.00000000,1
11738.00000000,1
11739.00000000,1
11740.00000000,1
11741.00000000,1
11742.00000000,1
11743.00000000,1
11744.00000000,1
11745.00000000,1
11746.00000000,1
11747.00000000,1
11748.00000000,1
11749.00000000,1
11750.00000000,1
11751.00000000,1
11752.00000000,1
11753.00000000,1
11754.00000000,1
11755.00000000,1
11756.00000000,1
11757.00000000,1
11758.00000000,1
11759.00000000,1
11760.00000000,1
11761.00000000,1
11762.00000000,1
11763.00000000,1
11764.00000000,1
11765.00000000,1
11766.00000000,1
11767.00000000,1
11768.00000000,1
11769.00000000,1
11770.00000000,1
11771.00000000,1
11772.00000000,1
11773.00000000,1
11774.00000000,1
11775.00000000,1
11776.00000000,1
11777.00000000,1
11778.00000000,1
11779.00000000,1
11780.00000000,1
11781.00000000,1
11782.00000000,1
11783.00000000,1
11784.00000000,1
11785.00000000,1
11786.00000000,1
11787.00000000,1
11788.00000000,1
11789.00000000,1
11790.00000000,1
11791.00000000,1
11792.00000000,1
11793.00000000,1
11794.00000000,1
11795.00000000,1
11796.00000000,1
11797.00000000,1
11798.00000000,1
11799.00000000,1
11800.00000000,1
11801.00000000,1
11802.00000000,1
11803.00000000,1
11804.00000000,1
11805.00000000,1
11806.00000000,1
11807.00000000,1
11808.00000000,1
11809.00000000,1
11810.00000000,1
11811.00000000,1
11812.00000000,1
11813.00000000,1
11814.00000000,1
11815.00000000,1
11816.00000000,1
11817.00000000,1
11818.00000000,1
11819.00000000,1
11820.00000000,1
11821.00000000,1
11822.00000000,1
11823.00000000,1
11824.00000000,1
11825.00000000,1
11826.00000000,1
11827.00000000,1
11828.00000000,1
11829.00000000,1
11830.00000000,1
11831.00000000,1
11832.00000000,1
11833.00000000,1
11834.00000000,1
11835.00000000,1
11836.00000000,1
11837.00000000,1
11838.00000000,1
11839.00000000,1
11840.00000000,1
11841.00000000,1
11842.00000000,1
11843.00000000,1
11844.00000000,1
11845.00000000,1
11846.00000000,1
11847.00000000,1
11848.00000000,1
11849.00000000,1
11850.00000000,1
11851.00000000,1
11852.00000000,1
11853.00000000,1
11854.00000000,1
11855.00000000,1
11856.00000000,1
11857.00000000,1
11858.00000000,1
11859.00000000,1
11860.00000000,1
11861.00000000,1
11862.00000000,1
11863.00000000,1
11864.00000000,1
11865.00000000,1
11866.00000000,1
11867.00000000,1
11868.00000000,1
11869.00000000,1
11870.00000000,1
11871.00000000,1
11872.00000000,1
11873.00000000,1
11874.00000000,1
11875.00000000,1
11876.00000000,1
11877.00000000,1
11878.00000000,1
11879.00000000,1
11880.00000000,1
11881.00000000,1
11882.00000000,1
11883.00000000,1
11884.00000000,1
11885.00000000,1
11886.00000000,1
11887.00000000,1
11888.00000000,1
11889.00000000,1
11890.00000000,1
11891.00000000,1
11892.00000000,1
11893.00000000,1
11894.00000000,1
11895.00000000,1
11896.00000000,1
11897.00000000,1
11898.00000000,1
11899.00000000,1
11900.00000000,1
11901.00000000,1
11902.00000000,1
11903.00000000,1
11904.00000000,1
11905.00000000,1
11906.00000000,1
11907.00000000,1
11908.00000000,1
11909.00000000,1
11910.00000000,1
11911.00000000,1
11912.00000000,1
11913.00000000,1
11914.00000000,1
11915.00000000,1
11916.00000000,1
11917.00000000,1
11918.00000000,1
11919.00000000,1
11920.00000000,1
11921.00000000,1
11922.00000000,1
11923.00000000,1
11924.00000000,1
11925.00000000,1
11926.00000000,1
11927.00000000,1
11928.00000000,1
11929.00000000,1
11930.00000000,1
11931.00000000,1
11932.00000000,1
11933.00000000,1
11934.00000000,1
11935.00000000,1
11936.00000000,1
11937.00000000,1
11938.00000000,1
11939.00000000,1
11940.00000000,1
11941.00000000,1
11942.00000000,1
11943.00000000,1
11944.00000000,1
11945.00000000,1
11946.00000000,1
11947.00000000,1
11948.00000000,1
11949.00000000,1
11950.00000000,1
11951.00000000,1
11952.00000000,1
11953.00000000,1
11954.00000000,1
11955.00000000,1
11956.00000000,1
11957.00000000,1
11958.00000000,1
11959.00000000,1
11960.00000000,1
11961.00000000,1
11962.00000000,1
11963.00000000,1
11964.00000000,1
11965.00000000,1
11966.00000000,1
11967.00000000,1
11968.00000000,1
11969.00000000,1
11970.00000000,1
11971.00000000,1
11972.00000000,1
11973.00000000,1
11974.00000000,1
11975.00000000,1
11976.00000000,1
11977.00000000,1
11978.00000000,1
11979.00000000,1
11980.00000000,1
11981.00000000,1
11982.00000000,1
11983.00000000,1
11984.00000000,1
11985.00000000,1
11986.00000000,1
11987.00000000,1
11988.00000000,1
11989.00000000,1
11990.00000000,1
11991.00000000,1
11992.00000000,1
11993.00000000,1
11994.00000000,1
11995.00000000,1
11996.00000000,1
11997.00000000,1
11998.00000000,1
11999.00000000,1
12000.00000000,1
12001.00000000,1
12002.00000000,1
12003.00000000,1
12004.00000000,1
12005.00000000,1
12006.00000000,1
12007.00000000,1
12008.00000000,1
12009.00000000,1
12010.00000000,1
12011.00000000,1
12012.00000000,1
12013.00000000,1
12014.00000000,1
12015.00000000,1
12016.00000000,1
12017.00000000,1
12018.00000000,1
12019.00000000,1
12020.00000000,1
12021.00000000,1
12022.00000000,1
12023.00000000,1
12024.00000000,1
12025.00000000,1
12026.00000000,1
12027.00000000,1
12028.00000000,1
12029.00000000,1
12030.00000000,1
12031.00000000,1
12032.00000000,1
12033.00000000,1
12034.00000000,1
12035.00000000,1
12036.00000000,1
12037.00000000,1
12038.00000000,1
12039.00000000,1
12040.00000000,1
12041.00000000,1
12042.00000000,1
12043.00000000,1
12044.00000000,1
12045.00000000,1
12046.00000000,1
12047.00000000,1
12048.00000000,1
12049.00000000,1
12050.00000000,1
12051.00000000,1
12052.00000000,1
12053.00000000,1
12054.00000000,1
12055.00000000,1
12056.00000000,1
12057.00000000,1
12058.00000000,1
12059.00000000,1
12060.00000000,1
12061.00000000,1
12062.00000000,1
12063.00000000,1
12064.00000000,1
12065.00000000,1
12066.00000000,1
12067.00000000,1
12068.00000000,1
12069.00000000,1
12070.00000000,1
12071.00000000,1
12072.00000000,1
12073.00000000,1
12074.00000000,1
12075.00000000,1
12076.00000000,1
12077.00000000,1
12078.00000000,1
12079.00000000,1
12080.00000000,1
12081.00000000,1
12082.00000000,1
12083.00000000,1
12084.00000000,1
12085.00000000,1
12086.00000000,1
12087.00000000,1
12088.00000000,1
12089.00000000,1
12090.00000000,1
12091.00000000,1
12092.00000000,1
12093.00000000,1
12094.00000000,1
12095.00000000,1
12096.00000000,1
12097.00000000,1
12098.00000000,1
12099.00000000,1
12100.00000000,1
12101.00000000,1
12102.00000000,1
12103.00000000,1
12104.00000000,1
12105.00000000,1
12106.00000000,1
12107.00000000,1
12108.00000000,1
12109.00000000,1
12110.00000000,1
12111.00000000,1
12112.00000000,1
12113.00000000,1
12114.00000000,1
12115.00000000,1
12116.00000000,1
12117.00000000,1
12118.00000000,1
12119.00000000,1
12120.00000000,1
12121.00000000,1
12122.00000000,1
12123.00000000,1
12124.00000000,1
12125.00000000,1
12126.00000000,1
12127.00000000,1
12128.00000000,1
12129.00000000,1
12130.00000000,1
12131.00000000,1
12132.00000000,1
12133.00000000,1
12134.00000000,1
12135.00000000,1
12136.00000000,1
12137.00000000,1
12138.00000000,1
12139.00000000,1
12140.00000000,1
12141.00000000,1
12142.00000000,1
12143.00000000,1
12144.00000000,1
12145.00000000,1
12146.00000000,1
12147.00000000,1
12148.00000000,1
12149.00000000,1
12150.00000000,1
12151.00000000,1
12152.00000000,1
12153.00000000,1
12154.00000000,1
12155.00000000,1
12156.00000000,1
12157.00000000,1
12158.00000000,1
12159.00000000,1
12160.00000000,1
12161.00000000,1
12162.00000000,1
12163.00000000,1
12164.00000000,1
12165.00000000,1
12166.00000000,1
12167.00000000,1
12168.00000000,1
12169.00000000,1
12170.00000000,1
12171.00000000,1
12172.00000000,1
12173.00000000,1
12174.00000000,1
12175.00000000,1
12176.00000000,1
12177.00000000,1
12178.00000000,1
12179.00000000,1
12180.00000000,1
12181.00000000,1
12182.00000000,1
12183.00000000,1
12184.00000000,1
12185.00000000,1
12186.00000000,1
12187.00000000,1
12188.00000000,1
12189.00000000,1
12190.00000000,1
12191.00000000,1
12192.00000000,1
12193.00000000,1
12194.00000000,1
12195.00000000,1
12196.00000000,1
12197.00000000,1
12198.00000000,1
12199.00000000,1
12200.00000000,1
12201.00000000,1
12202.00000000,1
12203.00000000,1
12204.00000000,1
12205.00000000,1
12206.00000000,1
12207.00000000,1
12208.00000000,1
12209.00000000,1
12210.00000000,1
12211.00000000,1
12212.00000000,1
12213.00000000,1
12214.00000000,1
12215.00000000,1
12216.00000000,1
12217.00000000,1
12218.00000000,1
12219.00000000,1
12220.00000000,1
12221.00000000,1
12222.00000000,1
12223.00000000,1
12224.00000000,1
12225.00000000,1
12226.00000000,1
12227.00000000,1
12228.00000000,1
12229.00000000,1
12230.00000000,1
12231.00000000,1
12232.00000000,1
12233.00000000,1
12234.00000000,1
12235.00000000,1
12236.00000000,1
12237.00000000,1
12238.00000000,1
12239.00000000,1
12240.00000000,1
12241.00000000,1
12242.00000000,1
12243.00000000,1
12244.00000000,1
12245.00000000,1
12246.00000000,1
12247.00000000,1
12248.00000000,1
12249.00000000,1
12250.00000000,1
12251.00000000,1
12252.00000000,1
12253.00000000,1
12254.00000000,1
12255.00000000,1
12256.00000000,1
12257.00000000,1
12258.00000000,1
12259.00000000,1
12260.00000000,1
12261.00000000,1
12262.00000000,1
12263.00000000,1
12264.00000000,1
12265.00000000,1
12266.00000000,1
12267.00000000,1
12268.00000000,1
12269.00000000,1
12270.00000000,1
12271.00000000,1
12272.00000000,1
12273.00000000,1
12274.00000000,1
12275.00000000,1
12276.00000000,1
12277.00000000,1
12278.00000000,1
12279.00000000,1
12280.00000000,1
12281.00000000,1
12282.00000000,1
12283.00000000,1
12284.00000000,1
12285.00000000,1
12286.00000000,1
12287.00000000,1
12288.00000000,1
12289.00000000,1
12290.00000000,1
12291.00000000,1
12292.00000000,1
12293.00000000,1
12294.00000000,1
12295.00000000,1
12296.00000000,1
12297.00000000,1
12298.00000000,1
12299.00000000,1
12300.00000000,1
12301.00000000,1
12302.00000000,1
12303.00000000,1
12304.00000000,1
12305.00000000,1
12306.00000000,1
12307.00000000,1
12308.00000000,1
12309.00000000,1
12310.00000000,1
12311.00000000,1
12312.00000000,1
12313.00000000,1
12314.00000000,1
12315.00000000,1
12316.00000000,1
12317.00000000,1
12318.00000000,1
12319.00000000,1
12320.00000000,1
12321.00000000,1
12322.00000000,1
12323.00000000,1
12324.00000000,1
12325.00000000,1
12326.00000000,1
12327.00000000,1
12328.00000000,1
12329.00000000,1
12330.00000000,1
12331.00000000,1
12332.00000000,1
12333.00000000,1
12334.00000000,1
12335.00000000,1
12336.00000000,1
12337.00000000,1
12338.00000000,1
12339.00000000,1
12340.00000000,1
12341.00000000,1
12342.00000000,1
12343.00000000,1
12344.00000000,1
12345.00000000,1
12346.00000000,1
12347.00000000,1
12348.00000000,1
12349.00000000,1
12350.00000000,1
12351.00000000,1
12352.00000000,1
12353.00000000,1
12354.00000000,1
12355.00000000,1
12356.00000000,1
12357.00000000,1
12358.00000000,1
12359.00000000,1
12360.00000000,1
12361.00000000,1
12362.00000000,1
12363.00000000,1
12364.00000000,1
12365.00000000,1
12366.00000000,1
12367.00000000,1
12368.00000000,1
12369.00000000,1
12370.00000000,1
12371.00000000,1
12372.00000000,1
12373.00000000,1
12374.00000000,1
12375.00000000,1
12376.00000000,1
12377.00000000,1
12378.00000000,1
12379.00000000,1
12380.00000000,1
12381.00000000,1
12382.00000000,1
12383.00000000,1
12384.00000000,1
12385.00000000,1
12386.00000000,1
12387.00000000,1
12388.00000000,1
12389.00000000,1
12390.00000000,1
12391.00000000,1
12392.00000000,1
12393.00000000,1
12394.00000000,1
12395.00000000,1
12396.00000000,1
12397.00000000,1
12398.00000000,1
12399.00000000,1
12400.00000000,1
12401.00000000,1
12402.00000000,1
12403.00000000,1
12404.00000000,1
12405.00000000,1
12406.00000000,1
12407.00000000,1
12408.00000000,1
12409.00000000,1
12410.00000000,1
12411.00000000,1
12412.00000000,1
12413.00000000,1
12414.00000000,1
12415.00000000,1
12416.00000000,1
12417.00000000,1
12418.00000000,1
12419.00000000,1
12420.00000000,1
12421.00000000,1
12422.00000000,1
12423.00000000,1
12424.00000000,1
12425.00000000,1
12426.00000000,1
12427.00000000,1
12428.00000000,1
12429.00000000,1
12430.00000000,1
12431.00000000,1
12432.00000000,1
12433.00000000,1
12434.00000000,1
12435.00000000,1
12436.00000000,1
12437.00000000,1
12438.00000000,1
12439.00000000,1
12440.00000000,1
12441.00000000,1
12442.00000000,1
12443.00000000,1
12444.00000000,1
12445.00000000,1
12446.00000000,1
12447.00000000,1
12448.00000000,1
12449.00000000,1
12450.00000000,1
12451.00000000,1
12452.00000000,1
12453.00000000,1
12454.00000000,1
12455.00000000,1
12456.00000000,1
12457.00000000,1
12458.00000000,1
12459.00000000,1
12460.00000000,1
12461.00000000,1
12462.00000000,1
12463.00000000,1
12464.00000000,1
12465.00000000,1
12466.00000000,1
12467.00000000,1
12468.00000000,1
12469.00000000,1
12470.00000000,1
12471.00000000,1
12472.00000000,1
12473.00000000,1
12474.00000000,1
12475.00000000,1
12476.00000000,1
12477.00000000,1
12478.00000000,1
12479.00000000,1
12480.00000000,1
12481.00000000,1
12482.00000000,1
12483.00000000,1
12484.00000000,1
12485.00000000,1
12486.00000000,1
12487.00000000,1
12488.00000000,1
12489.00000000,1
12490.00000000,1
12491.00000000,1
12492.00000000,1
12493.00000000,1
12494.00000000,1
